17201,"(0,)",He wants to do this rap thing doesn 't he ?,"[He/PRP, wants/VBZ, to/TO, do/VB, this/DT, rap/NN, thing/NN, doesn/JJ, 't/PRP, he/PRP, ?/.]",(ROOT (S (NP (PRP He)) (VP (VBZ wants) (S (VP (TO to) (VP (VB do) (S (NP (NP (DT this) (NN rap) (NN thing)) (ADJP (JJ doesn) (NP (PRP 't)))) (NP (PRP he))))))) (. ?)))
17201,"(413, 414)",What ?,"[What/WDT, ?/.]",(ROOT (FRAG (WHNP (WDT What)) (. ?)))
17201,"(415,)",Someone played that accidentally   you can 't use that !,"[Someone/NN, played/VBD, that/IN, accidentally/RB, you/PRP, can/MD, 't/PRP, use/VB, that/DT, !/.]",(ROOT (S (NP (NN Someone)) (VP (VBD played) (SBAR (IN that) (S (ADVP (RB accidentally)) (NP (PRP you)) (VP (MD can) (NP (PRP 't)) (S (VP (VB use) (NP (DT that)))))))) (. !)))
17201,"(416, 417)",Knowing your Mum is a  served you right !,"[Knowing/VBG, your/PRP$, Mum/NN, is/VBZ, a/DT, served/VBN, you/PRP, right/RB, !/.]",(ROOT (S (S (VP (VBG Knowing) (NP (PRP$ your) (NN Mum)))) (VP (VBZ is) (NP (NP (DT a)) (VP (VBN served) (S (NP (PRP you)) (ADJP (RB right)))))) (. !)))
17201,"(418, 419, 420)",She 's been getting quite a lot of   in our jokes  over a couple  ha !,"[She/PRP, 's/VBZ, been/VBN, getting/VBG, quite/RB, a/DT, lot/NN, of/IN, in/IN, our/PRP$, jokes/NNS, over/IN, a/DT, couple/NN, ha/NN, !/.]",(ROOT (S (NP (PRP She)) (VP (VBZ 's) (VP (VBN been) (VP (VBG getting) (ADVP (RB quite) (NP (DT a) (NN lot)) (PP (IN of) (PP (IN in) (NP (PRP$ our) (NNS jokes))))) (PP (IN over) (NP (DT a) (NN couple) (NN ha)))))) (. !)))
17201,"(421,)",Oh he 's forgotten his cool dude glasses .,"[Oh/UH, he/PRP, 's/VBZ, forgotten/VBN, his/PRP$, cool/JJ, dude/NNP, glasses/NNS, ./.]",(ROOT (S (S (INTJ (UH Oh)) (NP (PRP he)) (VP (VBZ 's) (VP (VBN forgotten) (NP (PRP$ his) (JJ cool) (NNP dude) (NNS glasses))))) (. .)))
17201,"(422,)",Oh dear .,"[Oh/UH, dear/RB, ./.]",(ROOT (S (VP (NP (INTJ (UH Oh)) (NP (RB dear)))) (. .)))
17201,"(423, 424, 425)","Oh , my Mum  rap    he 's going to cool dude , cool dude .","[Oh/UH, ,/,, my/PRP$, Mum/JJ, rap/NN, he/PRP, 's/VBZ, going/VBG, to/TO, cool/VB, dude/NNP, ,/,, cool/JJ, dude/NNP, ./.]","(ROOT (S (INTJ (UH Oh)) (, ,) (NP (NP (PRP$ my) (JJ Mum) (NN rap)) (NP (PRP he))) (VP (VBZ 's) (VP (VBG going) (S (VP (TO to) (VP (VB cool) (NP (NNP dude) (, ,) (JJ cool) (NNP dude))))))) (. .)))"
17201,"(426,)","I mean if you told her , put a C in front of it and that 's what it is .","[I/PRP, mean/VBP, if/IN, you/PRP, told/VBD, her/PRP, ,/,, put/VBD, a/DT, C/NN, in/IN, front/NN, of/IN, it/PRP, and/CC, that/DT, 's/VBZ, what/WP, it/PRP, is/VBZ, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBP mean) (SBAR (IN if) (S (NP (PRP you)) (VP (VP (VBD told) (NP (PRP her))) (, ,) (VP (VBD put) (NP (DT a) (NN C)) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (PRP it))))))))))) (CC and) (S (NP (DT that)) (VP (VBZ 's) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBZ is)))))) (. .)))"
17201,"(427,)",What ?,"[What/WDT, ?/.]",(ROOT (FRAG (WHNP (WDT What)) (. ?)))
17201,"(428,)",Rap .,"[Rap/NN, ./.]",(ROOT (NP (NN Rap) (. .)))
17201,"(429,)",Oh  ,[Oh/UH],(ROOT (INTJ (UH Oh)))
17201,"(430,)",She wouldn 't understand our line of,"[She/PRP, wouldn/VBP, 't/PRP, understand/VB, our/PRP$, line/NN, of/IN]",(ROOT (S (NP (PRP She)) (VP (VBP wouldn) (S (NP (PRP 't)) (VP (VB understand) (NP (PRP$ our) (NN line)) (PP (IN of)))))))
17201,"(431,)",No .,"[No/DT, ./.]",(ROOT (FRAG (NP (DT No)) (. .)))
17201,"(432,)","Crap  , what 's that ?","[Crap/NN, ,/,, what/WP, 's/VBZ, that/IN, ?/.]","(ROOT (SBARQ (NP (NN Crap)) (, ,) (WHNP (WP what)) (SQ (VBZ 's) (ADJP (IN that))) (. ?)))"
17201,"(433,)",Crap ?,"[Crap/NN, ?/.]",(ROOT (FRAG (NP (NN Crap)) (. ?)))
17201,"(434,)",You should of let ,"[You/PRP, should/MD, of/IN, let/NNP]",(ROOT (S (NP (PRP You)) (VP (MD should) (PP (IN of) (NP (NNP let))))))
17201,"(435,)",,[],X
17201,"(436,)"," think what you have to do Mum , so you ought to say , when they say rap , you can say that it 's crap ","[think/VB, what/WP, you/PRP, have/VBP, to/TO, do/VB, Mum/NN, ,/,, so/RB, you/PRP, ought/MD, to/TO, say/VB, ,/,, when/WRB, they/PRP, say/VBP, rap/NN, ,/,, you/PRP, can/MD, say/VB, that/IN, it/PRP, 's/VBZ, crap/NN]","(ROOT (S (VP (VB think) (S (SBAR (WHNP (WP what)) (S (S (NP (PRP you)) (VP (VBP have) (S (VP (TO to) (VP (VB do) (NP (NN Mum))))))) (, ,) (RB so) (S (NP (PRP you)) (VP (MD ought) (S (VP (TO to) (VP (VB say)))))))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBP say) (NP (NN rap))))) (, ,) (NP (PRP you)) (VP (MD can) (VP (VB say) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ 's) (NP (NN crap)))))))))))"
17201,"(437,)",,[],X
17201,"(438,)","and she heard it , it 's crap .","[and/CC, she/PRP, heard/VBD, it/PRP, ,/,, it/PRP, 's/VBZ, crap/NN, ./.]","(ROOT (S (S (CC and) (NP (PRP she)) (VP (VBD heard) (NP (PRP it)))) (, ,) (NP (PRP it)) (VP (VBZ 's) (NP (NN crap))) (. .)))"
17201,"(439, 440)","You think , how can somebody be on the earth , I mean","[You/PRP, think/VBP, ,/,, how/WRB, can/MD, somebody/NN, be/VB, on/IN, the/DT, earth/NNP, ,/,, I/PRP, mean/VBP]","(ROOT (NP (S (S (NP (PRP You)) (VP (VBP think) (, ,) (SBARQ (WHADVP (WRB how)) (SQ (MD can) (NP (NN somebody)) (VP (VB be) (PP (IN on) (NP (DT the) (NNP earth)))))))) (, ,) (NP (PRP I)) (VP (VBP mean)))))"
17201,"(441,)",And not have,"[And/CC, not/RB, have/VB]",(ROOT (FRAG (CC And) (S (VP (RB not) (VP (VB have))))))
17201,"(442,)","you don 't have to appreciate do you , oh yeah","[you/PRP, don/VBP, 't/PRP, have/VB, to/TO, appreciate/VB, do/VBP, you/PRP, ,/,, oh/UH, yeah/UH]","(ROOT (S (NP (PRP you)) (VP (VBP don) (FRAG (NP (PRP 't)) (VP (VP (VB have) (S (TO to) (VP (VB appreciate) (S (VP (VBP do) (NP (PRP you)))) (, ,) (NP (UH oh))))) (NP (UH yeah)))))))"
17201,"(443, 444)","But there 's probably more people who don 't know what rap is , in England , than do  think about it .","[But/CC, there/EX, 's/VBZ, probably/RB, more/RBR, people/NNS, who/WP, don/VBP, 't/PRP, know/VB, what/WP, rap/NN, is/VBZ, ,/,, in/IN, England/NNP, ,/,, than/IN, do/VBP, think/VB, about/IN, it/PRP, ./.]","(ROOT (S (CC But) (NP (EX there)) (VP (VBZ 's) (ADVP (RB probably) (RBR more)) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP don) (S (NP (PRP 't)) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (NN rap)) (VP (VBZ is) (, ,) (PP (IN in) (NP (NNP England))) (, ,) (SBAR (IN than) (S (VP (VBP do) (VP (VB think) (PP (IN about) (NP (PRP it))))))))))))))))) (. .)))"
17201,"(445,)", Yes I suppose so   .,"[Yes/UH, I/PRP, suppose/VBP, so/RB, ./.]",(ROOT (S (S (INTJ (UH Yes)) (NP (PRP I)) (VP (VBP suppose) (ADVP (RB so)))) (. .)))
17201,"(446,)",I bet there are .,"[I/PRP, bet/VBP, there/EX, are/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP bet) (SBAR (S (NP (EX there)) (VP (VBP are))))) (. .)))
17201,"(447,)",I reckon there 's a lot of parents,"[I/PRP, reckon/VBP, there/EX, 's/VBZ, a/DT, lot/NN, of/IN, parents/NNS]",(ROOT (S (NP (PRP I)) (VP (VBP reckon) (SBAR (S (NP (EX there)) (VP (VBZ 's) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS parents))))))))))
17201,"(448,)",Load of single people over the age of thirty .,"[Load/NN, of/IN, single/JJ, people/NNS, over/IN, the/DT, age/NN, of/IN, thirty/CD, ./.]",(ROOT (NP (NP (NN Load)) (PP (IN of) (NP (JJ single) (NNS people))) (PP (IN over) (NP (NP (DT the) (NN age)) (PP (IN of) (NP (CD thirty))))) (. .)))
17201,"(449, 450)",know or at least sh- they don 't it 's called rap  I 've this   Yen da da day dan dan dan da day   I mean,"[know/VB, or/CC, at/IN, least/JJS, sh-/NN, they/PRP, don/VBP, 't/PRP, it/PRP, 's/VBZ, called/VBN, rap/NN, I/PRP, 've/VBP, this/DT, Yen/NN, da/NN, da/NN, day/NN, dan/NNP, dan/NNP, dan/NNP, da/NNP, day/NN, I/CD, mean/VBP]",(ROOT (S (VP (VB know) (S (S (FRAG (CC or) (ADVP (IN at) (JJS least)) (NP (NN sh-))) (NP (PRP they)) (VP (VBP don) (NP (PRP 't)))) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBN called) (NP (NN rap))))) (S (NP (PRP I)) (VP (VBP 've) (NP (DT this) (NN Yen) (NN da) (NN da)) (NP (NN day)))) (S (NP (NP (NNP dan) (NNP dan) (NNP dan) (NNP da)) (NP (NN day) (CD I))) (VP (VBP mean)))))))
17201,"(451, 452, 453, 454)","We mustn 't   he 's got really , really    if it 's not done well it 's a  it 's worse than  not doing it all .","[We/PRP, mustn/VBP, 't/PRP, he/PRP, 's/VBZ, got/VBN, really/RB, ,/,, really/RB, if/IN, it/PRP, 's/VBZ, not/RB, done/VBN, well/RB, it/PRP, 's/VBZ, a/DT, it/PRP, 's/VBZ, worse/JJR, than/IN, not/RB, doing/VBG, it/PRP, all/DT, ./.]","(ROOT (S (S (NP (PRP We)) (VP (VBP mustn) (NP (PRP 't)) (SBAR (S (NP (PRP he)) (VP (VBZ 's) (VP (VBN got) (ADVP (RB really)) (, ,) (SBAR (ADVP (RB really)) (IN if) (S (NP (PRP it)) (VP (VBZ 's) (RB not) (VP (VBN done) (ADVP (RB well)))))))))))) (NP (PRP it)) (VP (VBZ 's) (NP (DT a) (S (NP (PRP it)) (VP (VBZ 's) (ADJP (ADJP (JJR worse)) (PP (IN than) (S (RB not) (VP (VBG doing) (S (NP (PRP it)) (NP (DT all))))))))))) (. .)))"
17201,"(455, 456)",Well the bad ones are as when the kid do it themselves  isn 't it ?,"[Well/RB, the/DT, bad/JJ, ones/NNS, are/VBP, as/IN, when/WRB, the/DT, kid/NN, do/VBP, it/PRP, themselves/PRP, isn/VBP, 't/PRP, it/PRP, ?/.]",(ROOT (S (ADVP (RB Well)) (NP (DT the) (JJ bad) (NNS ones)) (VP (VBP are) (SBAR (IN as) (S (SBAR (WHADVP (WRB when)) (S (NP (DT the) (NN kid)) (VP (VBP do) (NP (PRP it))))) (NP (PRP themselves)) (VP (VBP isn) (S (NP (PRP 't)) (NP (PRP it))))))) (. ?)))
17201,"(457,)","They make up the words themselves , right","[They/PRP, make/VBP, up/RP, the/DT, words/NNS, themselves/PRP, ,/,, right/RB]","(ROOT (S (NP (PRP They)) (VP (VBP make) (PRT (RP up)) (NP (DT the) (NNS words) (PRP themselves)) (, ,) (ADVP (RB right)))))"
17201,"(458,)",Yeah,[Yeah/UH],(ROOT (INTJ (UH Yeah)))
17201,"(459, 460)",whereas  Paul 's,"[whereas/IN, Paul/NNP, 's/POS]",(ROOT (PP (IN whereas) (NP (NNP Paul) (POS 's))))
17201,"(461,)",an- the,"[an-/NN, the/DT]",(ROOT (FRAG (NP (NN an-)) (NP (DT the))))
17201,"(462, 463)","been  having some kind of direction there , hasn 't he , I mean at","[been/VBN, having/VBG, some/DT, kind/NN, of/IN, direction/NN, there/RB, ,/,, hasn/NN, 't/PRP, he/PRP, ,/,, I/PRP, mean/VBP, at/IN]","(ROOT (S (S (VP (VP (VBN been) (VP (VBG having) (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (NP (NN direction)) (ADVP (RB there))))))) (, ,) (NP (NP (NN hasn)) (NP (NP (PRP 't)) (NP (PRP he)))))) (, ,) (NP (PRP I)) (VP (VBP mean) (PP (IN at)))))"
17201,"(464,)",Yeah .,"[Yeah/UH, ./.]",(ROOT (INTJ (UH Yeah) (. .)))
17201,"(465,)","however nauseating , it does all make sense , doesn 't it ?","[however/RB, nauseating/JJ, ,/,, it/PRP, does/VBZ, all/DT, make/VBP, sense/NN, ,/,, doesn/NN, 't/PRP, it/PRP, ?/.]","(ROOT (S (S (ADVP (RB however)) (ADJP (JJ nauseating))) (, ,) (NP (PRP it)) (VP (VBZ does) (SBAR (S (NP (DT all)) (VP (VBP make) (S (NP (NP (NN sense)) (, ,) (NP (NP (NN doesn)) (NP (PRP 't)))) (NP (PRP it))))))) (. ?)))"
17201,"(466,)","Right , does it ?","[Right/NN, ,/,, does/VBZ, it/PRP, ?/.]","(ROOT (SINV (FRAG (NP (NN Right))) (, ,) (VP (VBZ does)) (NP (PRP it)) (. ?)))"
17201,"(467,)","Actually it not an easy thing to-  , it sounds easy , but it 's not an easy thing to do .","[Actually/RB, it/PRP, not/RB, an/DT, easy/JJ, thing/NN, to-/NN, ,/,, it/PRP, sounds/VBZ, easy/JJ, ,/,, but/CC, it/PRP, 's/VBZ, not/RB, an/DT, easy/JJ, thing/NN, to/TO, do/VB, ./.]","(ROOT (S (S (X (ADVP (RB Actually)) (NP (PRP it))) (PP (RB not) (NP (DT an) (JJ easy) (NN thing) (NN to-))) (, ,) (NP (PRP it)) (VP (VBZ sounds) (ADJP (JJ easy)))) (, ,) (CC but) (S (NP (PRP it)) (VP (VBZ 's) (RB not) (NP (DT an) (JJ easy) (NN thing) (S (VP (TO to) (VP (VB do))))))) (. .)))"
17201,"(468, 469, 470)","No I don 't   did one  it did , you heard the little boy that 's not getting on at home  dreadful","[No/DT, I/PRP, don/VBP, 't/PRP, did/VBD, one/CD, it/PRP, did/VBD, ,/,, you/PRP, heard/VBD, the/DT, little/JJ, boy/NN, that/WDT, 's/VBZ, not/RB, getting/VBG, on/IN, at/IN, home/NN, dreadful/JJ]","(ROOT (S (NP (DT No) (PRP I)) (VP (VBP don) (SBAR (S (NP (PRP 't)) (VP (VBD did) (NP (NP (CD one)) (SBAR (S (NP (PRP it)) (VP (VBD did) (, ,) (SBAR (S (NP (PRP you)) (VP (VBD heard) (NP (NP (DT the) (JJ little) (NN boy)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (RB not) (VP (VBG getting) (PP (IN on) (PP (IN at) (NP (NN home) (JJ dreadful))))))))))))))))))))))"
17201,"(471,)",You turned it off ?,"[You/PRP, turned/VBD, it/PRP, off/RP, ?/.]",(ROOT (S (NP (PRP You)) (VP (VBD turned) (NP (PRP it)) (PRT (RP off))) (. ?)))
17201,"(472, 473, 474)",No  there 's one on  the teachers are picking on him,"[No/DT, there/EX, 's/VBZ, one/CD, on/IN, the/DT, teachers/NNS, are/VBP, picking/VBG, on/IN, him/PRP]",(ROOT (S (NP (DT No) (S (NP (EX there)) (VP (VBZ 's) (NP (NP (CD one)) (PP (IN on) (NP (DT the) (NNS teachers))))))) (VP (VBP are) (VP (VBG picking) (PP (IN on) (NP (PRP him)))))))
17201,"(475,)",Are they ?,"[Are/VBP, they/PRP, ?/.]",(ROOT (S (VP (VBP Are) (NP (PRP they))) (. ?)))
17201,"(476,)","surprise , surprise","[surprise/NN, ,/,, surprise/NN]","(ROOT (NP (NP (NN surprise)) (, ,) (NP (NN surprise))))"
17201,"(477,)",Ah the kids deserve,"[Ah/NN, the/DT, kids/NNS, deserve/VBP]",(ROOT (FRAG (NP (NP (NN Ah)) (SBAR (S (NP (DT the) (NNS kids)) (VP (VBP deserve)))))))
17201,"(478, 479, 480, 481)","come on you    no    course teachers will pick on him , the only secondary school teacher that   John he walked round with him  he might have shot out of there","[come/VB, on/IN, you/PRP, no/DT, course/NN, teachers/NNS, will/MD, pick/VB, on/IN, him/PRP, ,/,, the/DT, only/JJ, secondary/JJ, school/NN, teacher/NN, that/WDT, John/NNP, he/PRP, walked/VBD, round/NN, with/IN, him/PRP, he/PRP, might/MD, have/VB, shot/VBN, out/IN, of/IN, there/EX]","(ROOT (S (VP (VB come) (SBAR (S (PP (IN on) (NP (PRP you))) (NP (DT no) (NN course) (NNS teachers)) (VP (MD will) (VP (VB pick) (PP (IN on) (NP (NP (PRP him)) (, ,) (NP (NP (DT the) (JJ only) (JJ secondary) (NN school) (NN teacher)) (SBAR (WHNP (WDT that)) (S (NP (NNP John) (PRP he)) (VP (VBD walked) (NP (NP (NN round)) (PP (IN with) (NP (PRP him))) (SBAR (S (NP (PRP he)) (VP (MD might) (VP (VB have) (VP (VBN shot) (PRT (IN out)) (PP (IN of) (NP (EX there))))))))))))))))))))))"
17201,"(482,)",That was all about,"[That/DT, was/VBD, all/DT, about/IN]",(ROOT (S (NP (DT That)) (VP (VBD was) (ADVP (DT all) (IN about)))))
17201,"(483,)",backside !,"[backside/NN, !/.]",(ROOT (INTJ (NN backside) (. !)))
17201,"(484, 485, 486)",that was only because he was  like transferred there  I thought that,"[that/DT, was/VBD, only/RB, because/IN, he/PRP, was/VBD, like/IN, transferred/VBN, there/EX, I/PRP, thought/VBD, that/IN]",(ROOT (S (NP (DT that)) (VP (VBD was) (SBAR (RB only) (IN because) (S (NP (PRP he)) (VP (VBD was) (SBAR (IN like) (S (S (VP (VBN transferred) (S (NP (EX there)) (NP (PRP I))))) (VP (VBD thought) (ADVP (IN that)))))))))))
17201,"(487,)",Well,[Well/RB],(ROOT (INTJ (RB Well)))
17201,"(488,)","he was gonna tone do-  , he had to tone","[he/PRP, was/VBD, gonna/NNP, tone/NN, do-/JJ, ,/,, he/PRP, had/VBD, to/TO, tone/NN]","(ROOT (S (NP (PRP he)) (VP (VBD was) (NP (NP (NNP gonna) (NN tone)) (SBAR (S (S (ADJP (JJ do-))) (, ,) (NP (PRP he)) (VP (VBD had) (PP (TO to) (NP (NN tone))))))))))"
17201,"(489,)",well,[well/RB],(ROOT (INTJ (RB well)))
17201,"(490,)",down when he was,"[down/RB, when/WRB, he/PRP, was/VBD]",(ROOT (FRAG (ADVP (RB down)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD was))))))
17201,"(491,)",he obviously hasn 't and I think it 's really funny !,"[he/PRP, obviously/RB, hasn/VBP, 't/PRP, and/CC, I/PRP, think/VBP, it/PRP, 's/VBZ, really/RB, funny/JJ, !/.]",(ROOT (S (NP (PRP he)) (ADVP (RB obviously)) (VP (VBP hasn) (SBAR (S (NP (PRP 't) (CC and) (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (ADJP (RB really) (JJ funny))))))))) (. !)))
17201,"(492,)",Or a   Christmas,"[Or/CC, a/DT, Christmas/NNP]",(ROOT (FRAG (CC Or) (NP (DT a) (NNP Christmas))))
17201,"(493,)",Pompous !,"[Pompous/JJ, !/.]",(ROOT (FRAG (ADJP (JJ Pompous)) (. !)))
17201,"(494,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
17201,"(495,)",Ooh I could of gone,"[Ooh/NNP, I/PRP, could/MD, of/IN, gone/VBN]",(ROOT (FRAG (NP (NP (NNP Ooh)) (SBAR (S (NP (PRP I)) (VP (MD could))))) (X (X (IN of)) (ADJP (VBN gone)))))
17201,"(496,)",I mean he should,"[I/PRP, mean/VBP, he/PRP, should/MD]",(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (PRP he)) (VP (MD should)))))))
17201,"(497, 498)","he should have gone to private school shouldn 't he , really  but then","[he/PRP, should/MD, have/VB, gone/VBN, to/TO, private/JJ, school/NN, shouldn/NN, 't/PRP, he/PRP, ,/,, really/RB, but/CC, then/RB]","(ROOT (S (NP (PRP he)) (VP (MD should) (VP (VB have) (VP (VBN gone) (PP (TO to) (NP (NP (JJ private) (NN school) (NN shouldn)) (NP (NP (PRP 't)) (NP (PRP he)) (, ,) (ADVP (RB really))))) (PRN (CC but) (ADVP (RB then))))))))"
17201,"(499, 500)",Well probably the Dad would  but he,"[Well/RB, probably/RB, the/DT, Dad/NN, would/MD, but/CC, he/PRP]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (RB probably) (DT the) (NN Dad)) (SBAR (S (VP (MD would) (PP (CC but) (NP (PRP he)))))))))
17201,"(501,)",No I don 't think they can afford it .,"[No/DT, I/PRP, don/VBP, 't/PRP, think/VB, they/PRP, can/MD, afford/VB, it/PRP, ./.]",(ROOT (S (NP (DT No) (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (SBAR (S (NP (PRP they)) (VP (MD can) (VP (VB afford) (NP (PRP it))))))))) (. .)))
17201,"(502, 503)","The irony is , I don 't think all the time , they are as pompous  they give an air pomposity don 't they ?","[The/DT, irony/NN, is/VBZ, ,/,, I/PRP, don/VBP, 't/PRP, think/VB, all/PDT, the/DT, time/NN, ,/,, they/PRP, are/VBP, as/IN, pompous/JJ, they/PRP, give/VBP, an/DT, air/NN, pomposity/NN, don/NNP, 't/PRP, they/PRP, ?/.]","(ROOT (S (S (NP (DT The) (NN irony)) (VP (VBZ is) (, ,) (SBAR (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (NP (PDT all) (DT the) (NN time))))))))) (, ,) (NP (PRP they)) (VP (VBP are) (ADVP (IN as)) (ADJP (JJ pompous) (SBAR (S (NP (PRP they)) (VP (VBP give) (S (NP (DT an) (NN air) (NN pomposity)) (VP (NNP don) (S (NP (PRP 't)) (NP (PRP they)))))))))) (. ?)))"
17201,"(504,)","Yes I know , I think Jeremy is quite","[Yes/UH, I/PRP, know/VBP, ,/,, I/PRP, think/VBP, Jeremy/NNP, is/VBZ, quite/RB]","(ROOT (NP (S (S (INTJ (UH Yes)) (NP (PRP I)) (VP (VBP know))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (NNP Jeremy)) (VP (VBZ is) (ADVP (RB quite)))))))))"
17201,"(505,)","I don 't think that Dad is at all , but","[I/PRP, don/VBP, 't/PRP, think/VB, that/IN, Dad/NNP, is/VBZ, at/IN, all/DT, ,/,, but/CC]","(ROOT (S (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB think) (SBAR (IN that) (S (NP (NNP Dad)) (VP (VBZ is) (ADVP (IN at) (DT all)) (, ,) (ADVP (CC but))))))))))"
17201,"(506, 507)","No , it 's just  how they appear .","[No/DT, ,/,, it/PRP, 's/VBZ, just/RB, how/WRB, they/PRP, appear/VBP, ./.]","(ROOT (S (NP (DT No)) (, ,) (NP (PRP it)) (VP (VBZ 's) (SBAR (WHADVP (RB just) (WRB how)) (S (NP (PRP they)) (VP (VBP appear))))) (. .)))"
17201,"(508,)","And how you were brought up , I suppose .","[And/CC, how/WRB, you/PRP, were/VBD, brought/VBN, up/RP, ,/,, I/PRP, suppose/VBP, ./.]","(ROOT (S (CC And) (SBAR (WHADVP (WRB how)) (S (NP (PRP you)) (VP (VBD were) (VP (VBN brought) (PRT (RP up)))))) (, ,) (NP (PRP I)) (VP (VBP suppose)) (. .)))"
17201,"(509, 510)","How I was brought up , but a- no one  's ever called me pompous  I mean , the way  > walks around as if he owns the place , I think it 's really funny !","[How/WRB, I/PRP, was/VBD, brought/VBN, up/RP, ,/,, but/CC, a-/NN, no/DT, one/NN, 's/POS, ever/RB, called/VBN, me/PRP, pompous/JJ, I/PRP, mean/VBP, ,/,, the/DT, way/NN, >/JJR, walks/VBZ, around/RP, as/IN, if/IN, he/PRP, owns/VBZ, the/DT, place/NN, ,/,, I/PRP, think/VBP, it/PRP, 's/VBZ, really/RB, funny/JJ, !/.]","(ROOT (S (SBAR (WHADVP (WRB How)) (S (S (NP (PRP I)) (VP (VBD was) (VP (VBN brought) (PRT (RP up))))) (, ,) (CC but) (S (NP (NP (NN a-)) (SBAR (S (NP (NP (DT no) (NN one)) (POS 's)) (VP (ADVP (RB ever)) (VBN called) (NP (NP (PRP me)) (ADJP (ADJP (JJ pompous)) (PRN (S (NP (PRP I)) (VP (VBP mean)))) (, ,) (ADJP (NP (DT the) (NN way)) (JJR >)))))))) (VP (VBZ walks) (PRT (RP around)) (SBAR (IN as) (IN if) (S (NP (PRP he)) (VP (VBZ owns) (NP (DT the) (NN place))))))))) (, ,) (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (ADJP (RB really) (JJ funny)))))) (. !)))"
17201,"(511,)","And I don 't suppose he 's made , didn 't have very many friends , did he , really , at Goldsworth ?","[And/CC, I/PRP, don/VBP, 't/PRP, suppose/VB, he/PRP, 's/VBZ, made/VBN, ,/,, didn/IN, 't/PRP, have/VBP, very/RB, many/JJ, friends/NNS, ,/,, did/VBD, he/PRP, ,/,, really/RB, ,/,, at/IN, Goldsworth/NNP, ?/.]","(ROOT (S (CC And) (NP (PRP I)) (VP (VBP don) (S (NP (PRP 't)) (VP (VB suppose) (SBAR (S (NP (PRP he)) (VP (VBZ 's) (VP (VBN made) (SBAR (S (, ,) (SBAR (IN didn) (S (NP (PRP 't)) (VP (VBP have) (NP (ADJP (RB very) (JJ many)) (NNS friends))))) (, ,) (VP (VBD did) (NP (PRP he)) (, ,) (ADVP (RB really)) (, ,) (PP (IN at) (NP (NNP Goldsworth))))))))))))) (. ?)))"
17201,"(512, 513, 514, 515)","I mean Paul was one of his friends  he never had that many  so  that probably means he finds it hard to make friends , you can tell  ","[I/PRP, mean/VBP, Paul/NNP, was/VBD, one/CD, of/IN, his/PRP$, friends/NNS, he/PRP, never/RB, had/VBD, that/IN, many/JJ, so/IN, that/IN, probably/RB, means/VBZ, he/PRP, finds/VBZ, it/PRP, hard/JJ, to/TO, make/VB, friends/NNS, ,/,, you/PRP, can/MD, tell/VB]","(ROOT (S (NP (PRP I)) (VP (VBP mean) (SBAR (S (NP (NNP Paul)) (VP (VBD was) (NP (NP (CD one)) (PP (IN of) (NP (PRP$ his) (NNS friends))) (SBAR (S (NP (PRP he)) (ADVP (RB never)) (VP (VBD had) (VP (ADJP (IN that) (JJ many)) (SBAR (IN so) (S (SBAR (IN that) (S (ADVP (RB probably)) (VP (VBZ means) (SBAR (S (NP (PRP he)) (VP (VBZ finds) (S (NP (PRP it)) (ADJP (JJ hard) (S (VP (TO to) (VP (VB make) (NP (NNS friends))))))))))))) (, ,) (NP (PRP you)) (VP (MD can) (VP (VB tell))))))))))))))))"
